StoreKey,Order Date,Delivery Date,Delivery Time(Days)
0,42396,01-02-2016,5
0,42418,28-02-2016,10
0,42504,16-05-2016,2
0,42501,19-05-2016,8
0,42411,14-02-2016,3
0,42422,03-03-2016,10
0,42518,02-06-2016,5
0,42416,21-02-2016,5
0,42420,28-02-2016,8
0,42424,03-03-2016,8
0,42404,10-02-2016,6
0,42427,15-03-2016,17
0,42439,18-03-2016,8
0,42434,11-03-2016,6
0,42420,26-02-2016,6
0,42422,01-03-2016,8
0,42401,09-02-2016,8
0,42422,01-03-2016,8
0,42524,10-06-2016,7
0,42413,25-02-2016,12
0,42413,17-02-2016,4
0,42524,10-06-2016,7
0,42528,15-06-2016,8
0,42434,11-03-2016,6
0,42490,04-05-2016,4
0,42410,15-02-2016,5
0,42411,14-02-2016,3
0,42413,24-02-2016,11
0,42422,03-03-2016,10
0,42507,29-05-2016,12
0,42434,10-03-2016,5
0,42424,02-03-2016,7
0,42502,18-05-2016,6
0,42420,28-02-2016,8
0,42436,14-03-2016,7
0,42420,03-03-2016,12
0,42418,25-02-2016,7
0,42524,11-06-2016,8
0,42433,17-03-2016,13
0,42422,28-02-2016,6
0,42514,31-05-2016,7
0,42488,01-05-2016,3
0,42488,08-05-2016,10
0,42510,25-05-2016,5
0,42497,14-05-2016,7
0,42530,18-06-2016,9
0,42530,24-06-2016,15
0,42530,14-06-2016,5
0,42530,14-06-2016,5
0,42530,14-06-2016,5
0,42530,14-06-2016,5
0,42530,14-06-2016,5
0,42532,19-06-2016,8
0,42532,19-06-2016,8
0,42535,26-06-2016,12
0,42535,26-06-2016,12
0,42535,26-06-2016,12
0,42535,21-06-2016,7
0,42535,23-06-2016,9
0,42535,23-06-2016,9
0,42535,23-06-2016,9
0,42535,23-06-2016,9
0,42535,17-06-2016,3
0,42537,27-06-2016,11
0,42537,27-06-2016,11
0,42537,21-06-2016,5
0,42537,21-06-2016,5
0,42537,21-06-2016,5
0,42538,24-06-2016,7
0,42538,24-06-2016,7
0,42538,24-06-2016,7
0,42539,23-06-2016,5
0,42539,23-06-2016,5
0,42539,22-06-2016,4
0,42539,22-06-2016,4
0,42539,24-06-2016,6
0,42539,24-06-2016,6
0,42541,28-06-2016,8
0,42541,28-06-2016,8
0,42541,29-06-2016,9
0,42541,29-06-2016,9
0,42541,29-06-2016,9
0,42543,01-07-2016,9
0,42543,01-07-2016,9
0,42544,28-06-2016,5
0,42546,02-07-2016,7
0,42546,30-06-2016,5
0,42548,29-06-2016,2
0,42549,01-07-2016,3
0,42549,01-07-2016,3
0,42550,04-07-2016,5
0,42550,04-07-2016,5
0,42550,04-07-2016,5
0,42550,06-07-2016,7
0,42550,06-07-2016,7
0,42550,06-07-2016,7
0,42550,05-07-2016,6
0,42550,05-07-2016,6
0,42550,04-07-2016,5
0,42550,04-07-2016,5
0,42550,04-07-2016,5
0,42550,04-07-2016,5
0,42550,04-07-2016,5
0,42550,07-07-2016,8
0,42550,07-07-2016,8
0,42550,07-07-2016,8
0,42550,07-07-2016,8
0,42552,05-07-2016,4
0,42552,05-07-2016,4
0,42552,05-07-2016,4
0,42552,05-07-2016,4
0,42552,05-07-2016,4
0,42552,05-07-2016,4
0,42552,05-07-2016,4
0,42552,15-07-2016,14
0,42552,15-07-2016,14
0,42552,15-07-2016,14
0,42552,09-07-2016,8
0,42552,09-07-2016,8
0,42552,09-07-2016,8
0,42552,09-07-2016,8
0,42553,07-07-2016,5
0,42553,07-07-2016,5
0,42553,07-07-2016,5
0,42553,07-07-2016,5
0,42553,07-07-2016,5
0,42553,07-07-2016,5
0,42556,15-07-2016,10
0,42557,10-07-2016,4
0,42557,10-07-2016,4
0,42557,10-07-2016,4
0,42557,15-07-2016,9
0,42557,15-07-2016,9
0,42557,15-07-2016,9
0,42557,15-07-2016,9
0,42557,15-07-2016,9
0,42557,15-07-2016,9
0,42558,16-07-2016,9
0,42558,16-07-2016,9
0,42558,16-07-2016,9
0,42558,16-07-2016,9
0,42558,12-07-2016,5
0,42558,12-07-2016,5
0,42558,12-07-2016,5
0,42558,12-07-2016,5
0,42558,12-07-2016,5
0,42558,12-07-2016,5
0,42559,19-07-2016,11
0,42559,19-07-2016,11
0,42559,19-07-2016,11
0,42559,13-07-2016,5
0,42559,13-07-2016,5
0,42560,19-07-2016,10
0,42560,19-07-2016,10
0,42560,19-07-2016,10
0,42560,19-07-2016,10
0,42560,19-07-2016,10
0,42560,15-07-2016,6
0,42563,21-07-2016,9
0,42563,21-07-2016,9
0,42563,21-07-2016,9
0,42563,21-07-2016,9
0,42563,21-07-2016,9
0,42563,21-07-2016,9
0,42563,22-07-2016,10
0,42563,22-07-2016,10
0,42563,22-07-2016,10
0,42563,22-07-2016,10
0,42563,22-07-2016,10
0,42564,23-07-2016,10
0,42564,23-07-2016,10
0,42564,23-07-2016,10
0,42564,23-07-2016,10
0,42565,21-07-2016,7
0,42565,21-07-2016,7
0,42565,21-07-2016,7
0,42565,21-07-2016,7
0,42565,21-07-2016,7
0,42565,21-07-2016,7
0,42565,15-07-2016,1
0,42565,24-07-2016,10
0,42565,24-07-2016,10
0,42566,22-07-2016,7
0,42566,22-07-2016,7
0,42566,22-07-2016,7
0,42567,22-07-2016,6
0,42567,22-07-2016,6
0,42567,24-07-2016,8
0,42567,24-07-2016,8
0,42567,24-07-2016,8
0,42567,24-07-2016,8
0,42567,24-07-2016,8
0,42567,24-07-2016,8
0,42567,24-07-2016,8
0,42569,25-07-2016,7
0,42569,25-07-2016,7
0,42569,25-07-2016,7
0,42569,25-07-2016,7
0,42569,25-07-2016,7
0,42569,29-07-2016,11
0,42570,27-07-2016,8
0,42570,27-07-2016,8
0,42571,27-07-2016,7
0,42571,27-07-2016,7
0,42572,01-08-2016,11
0,42572,01-08-2016,11
0,42572,01-08-2016,11
0,42573,01-08-2016,10
0,42573,01-08-2016,10
0,42573,01-08-2016,10
0,42574,01-08-2016,9
0,42574,30-07-2016,7
0,42574,01-08-2016,9
0,42574,01-08-2016,9
0,42574,01-08-2016,9
0,42578,08-08-2016,12
0,42578,08-08-2016,12
0,42579,03-08-2016,6
0,42579,03-08-2016,6
0,42579,03-08-2016,6
0,42579,03-08-2016,6
0,42579,02-08-2016,5
0,42579,02-08-2016,5
0,42579,02-08-2016,5
0,42585,07-08-2016,4
0,42585,07-08-2016,4
0,42585,07-08-2016,4
0,42588,14-08-2016,8
0,42588,14-08-2016,8
0,42588,14-08-2016,8
0,42588,14-08-2016,8
0,42590,18-08-2016,10
0,42590,18-08-2016,10
0,42590,18-08-2016,10
0,42591,15-08-2016,6
0,42591,13-08-2016,4
0,42591,16-08-2016,7
0,42591,16-08-2016,7
0,42591,16-08-2016,7
0,42591,16-08-2016,7
0,42591,16-08-2016,7
0,42591,16-08-2016,7
0,42591,16-08-2016,7
0,42591,15-08-2016,6
0,42592,19-08-2016,9
0,42592,16-08-2016,6
0,42592,16-08-2016,6
0,42592,16-08-2016,6
0,42593,18-08-2016,7
0,42593,18-08-2016,7
0,42593,18-08-2016,7
0,42593,18-08-2016,7
0,42593,18-08-2016,7
0,42593,18-08-2016,7
0,42593,22-08-2016,11
0,42593,22-08-2016,11
0,42593,22-08-2016,11
0,42594,22-08-2016,10
0,42594,22-08-2016,10
0,42595,16-08-2016,3
0,42595,16-08-2016,3
0,42595,21-08-2016,8
0,42595,21-08-2016,8
0,42595,18-08-2016,5
0,42595,18-08-2016,5
0,42600,22-08-2016,4
0,42600,22-08-2016,4
0,42600,22-08-2016,4
0,42600,22-08-2016,4
0,42601,26-08-2016,7
0,42601,27-08-2016,8
0,42601,29-08-2016,10
0,42602,27-08-2016,7
0,42602,27-08-2016,7
0,42602,27-08-2016,7
0,42602,29-08-2016,9
0,42602,29-08-2016,9
0,42602,25-08-2016,5
0,42602,25-08-2016,5
0,42603,30-08-2016,9
0,42604,29-08-2016,7
0,42604,29-08-2016,7
0,42604,31-08-2016,9
0,42604,31-08-2016,9
0,42604,31-08-2016,9
0,42604,31-08-2016,9
0,42606,30-08-2016,6
0,42606,30-08-2016,6
0,42606,30-08-2016,6
0,42608,31-08-2016,5
0,42608,30-08-2016,4
0,42608,02-09-2016,7
0,42608,02-09-2016,7
0,42609,01-09-2016,5
0,42609,01-09-2016,5
0,42609,01-09-2016,5
0,42609,01-09-2016,5
0,42609,01-09-2016,5
0,42609,01-09-2016,5
0,42609,03-09-2016,7
0,42609,03-09-2016,7
0,42609,03-09-2016,7
0,42609,03-09-2016,7
0,42609,30-08-2016,3
0,42609,05-09-2016,9
0,42609,05-09-2016,9
0,42609,05-09-2016,9
0,42612,06-09-2016,7
0,42612,06-09-2016,7
0,42612,31-08-2016,1
0,42613,14-09-2016,14
0,42613,14-09-2016,14
0,42613,14-09-2016,14
0,42613,11-09-2016,11
0,42613,11-09-2016,11
0,42613,11-09-2016,11
0,42613,11-09-2016,11
0,42614,07-09-2016,6
0,42615,07-09-2016,5
0,42615,07-09-2016,5
0,42616,08-09-2016,5
0,42616,06-09-2016,3
0,42616,13-09-2016,10
0,42616,13-09-2016,10
0,42616,13-09-2016,10
0,42616,13-09-2016,10
0,42616,13-09-2016,10
0,42616,13-09-2016,10
0,42616,13-09-2016,10
0,42621,15-09-2016,7
0,42621,16-09-2016,8
0,42621,16-09-2016,8
0,42622,14-09-2016,5
0,42622,14-09-2016,5
0,42622,15-09-2016,6
0,42622,15-09-2016,6
0,42622,15-09-2016,6
0,42622,15-09-2016,6
0,42622,15-09-2016,6
0,42622,15-09-2016,6
0,42622,14-09-2016,5
0,42622,14-09-2016,5
0,42623,20-09-2016,10
0,42623,16-09-2016,6
0,42623,16-09-2016,6
0,42623,16-09-2016,6
0,42623,16-09-2016,6
0,42623,16-09-2016,6
0,42623,16-09-2016,6
0,42626,21-09-2016,8
0,42627,21-09-2016,7
0,42628,18-09-2016,3
0,42628,18-09-2016,3
0,42628,19-09-2016,4
0,42628,19-09-2016,4
0,42629,23-09-2016,7
0,42629,23-09-2016,7
0,42629,23-09-2016,7
0,42629,23-09-2016,7
0,42629,20-09-2016,4
0,42629,20-09-2016,4
0,42629,20-09-2016,4
0,42630,25-09-2016,8
0,42630,25-09-2016,8
0,42630,22-09-2016,5
0,42630,22-09-2016,5
0,42631,23-09-2016,5
0,42631,23-09-2016,5
0,42631,23-09-2016,5
0,42631,23-09-2016,5
0,42632,27-09-2016,8
0,42634,29-09-2016,8
0,42634,29-09-2016,8
0,42634,29-09-2016,8
0,42634,29-09-2016,8
0,42634,29-09-2016,8
0,42635,29-09-2016,7
0,42635,29-09-2016,7
0,42635,29-09-2016,7
0,42635,29-09-2016,7
0,42635,28-09-2016,6
0,42635,28-09-2016,6
0,42635,28-09-2016,6
0,42635,28-09-2016,6
0,42635,28-09-2016,6
0,42635,28-09-2016,6
0,42636,29-09-2016,6
0,42636,01-10-2016,8
0,42636,01-10-2016,8
0,42636,01-10-2016,8
0,42636,01-10-2016,8
0,42637,02-10-2016,8
0,42637,02-10-2016,8
0,42637,02-10-2016,8
0,42637,02-10-2016,8
0,42637,27-09-2016,3
0,42637,27-09-2016,3
0,42637,27-09-2016,3
0,42637,27-09-2016,3
0,42637,29-09-2016,5
0,42638,03-10-2016,8
0,42638,03-10-2016,8
0,42639,03-10-2016,7
0,42640,05-10-2016,8
0,42640,01-10-2016,4
0,42640,03-10-2016,6
0,42640,03-10-2016,6
0,42640,03-10-2016,6
0,42641,07-10-2016,9
0,42641,06-10-2016,8
0,42642,07-10-2016,8
0,42642,05-10-2016,6
0,42642,05-10-2016,6
0,42643,05-10-2016,5
0,42644,10-10-2016,9
0,42644,10-10-2016,9
0,42644,10-10-2016,9
0,42644,10-10-2016,9
0,42644,10-10-2016,9
0,42644,10-10-2016,9
0,42644,10-10-2016,9
0,42644,06-10-2016,5
0,42644,06-10-2016,5
0,42644,06-10-2016,5
0,42644,06-10-2016,5
0,42644,05-10-2016,4
0,42644,05-10-2016,4
0,42644,05-10-2016,4
0,42644,05-10-2016,4
0,42644,11-10-2016,10
0,42648,12-10-2016,7
0,42648,12-10-2016,7
0,42648,12-10-2016,7
0,42648,12-10-2016,7
0,42648,09-10-2016,4
0,42649,16-10-2016,10
0,42649,12-10-2016,6
0,42649,12-10-2016,6
0,42649,12-10-2016,6
0,42650,13-10-2016,6
0,42650,13-10-2016,6
0,42650,18-10-2016,11
0,42650,18-10-2016,11
0,42650,18-10-2016,11
0,42651,19-10-2016,11
0,42651,12-10-2016,4
0,42651,14-10-2016,6
0,42651,14-10-2016,6
0,42651,13-10-2016,5
0,42651,12-10-2016,4
0,42651,12-10-2016,4
0,42651,12-10-2016,4
0,42653,15-10-2016,5
0,42653,15-10-2016,5
0,42654,19-10-2016,8
0,42654,19-10-2016,8
0,42654,19-10-2016,8
0,42654,19-10-2016,8
0,42654,18-10-2016,7
0,42654,18-10-2016,7
0,42655,17-10-2016,5
0,42655,17-10-2016,5
0,42655,17-10-2016,5
0,42655,17-10-2016,5
0,42656,22-10-2016,9
0,42656,22-10-2016,9
0,42656,20-10-2016,7
0,42656,20-10-2016,7
0,42657,22-10-2016,8
0,42657,22-10-2016,8
0,42657,22-10-2016,8
0,42658,21-10-2016,6
0,42658,21-10-2016,6
0,42658,21-10-2016,6
0,42660,22-10-2016,5
0,42660,22-10-2016,5
0,42661,25-10-2016,7
0,42661,25-10-2016,7
0,42661,25-10-2016,7
0,42661,25-10-2016,7
0,42661,25-10-2016,7
0,42662,25-10-2016,6
0,42662,25-10-2016,6
0,42665,02-11-2016,11
0,42665,25-10-2016,3
0,42667,02-11-2016,9
0,42667,02-11-2016,9
0,42667,02-11-2016,9
0,42668,01-11-2016,7
0,42668,01-11-2016,7
0,42668,01-11-2016,7
0,42668,30-10-2016,5
0,42668,30-10-2016,5
0,42668,01-11-2016,7
0,42669,02-11-2016,7
0,42669,02-11-2016,7
0,42670,03-11-2016,7
0,42670,03-11-2016,7
0,42670,31-10-2016,4
0,42670,31-10-2016,4
0,42670,31-10-2016,4
0,42670,31-10-2016,4
0,42671,01-11-2016,4
0,42671,01-11-2016,4
0,42671,01-11-2016,4
0,42672,03-11-2016,5
0,42672,05-11-2016,7
0,42672,05-11-2016,7
0,42672,05-11-2016,7
0,42673,06-11-2016,7
0,42673,06-11-2016,7
0,42673,06-11-2016,7
0,42673,06-11-2016,7
0,42674,08-11-2016,8
0,42674,08-11-2016,8
0,42674,08-11-2016,8
0,42674,10-11-2016,10
0,42674,10-11-2016,10
0,42675,06-11-2016,5
0,42675,06-11-2016,5
0,42675,06-11-2016,5
0,42675,11-11-2016,10
0,42675,11-11-2016,10
0,42675,11-11-2016,10
0,42675,11-11-2016,10
0,42676,06-11-2016,4
0,42676,06-11-2016,4
0,42676,11-11-2016,9
0,42676,11-11-2016,9
0,42676,11-11-2016,9
0,42676,11-11-2016,9
0,42676,11-11-2016,9
0,42676,08-11-2016,6
0,42676,06-11-2016,4
0,42676,06-11-2016,4
0,42678,15-11-2016,11
0,42678,15-11-2016,11
0,42678,15-11-2016,11
0,42678,14-11-2016,10
0,42678,14-11-2016,10
0,42679,08-11-2016,3
0,42679,08-11-2016,3
0,42682,10-11-2016,2
0,42682,15-11-2016,7
0,42682,14-11-2016,6
0,42682,14-11-2016,6
0,42682,14-11-2016,6
0,42683,16-11-2016,7
0,42683,16-11-2016,7
0,42683,16-11-2016,7
0,42684,16-11-2016,6
0,42684,16-11-2016,6
0,42684,18-11-2016,8
0,42685,19-11-2016,8
0,42685,19-11-2016,8
0,42685,19-11-2016,8
0,42685,19-11-2016,8
0,42685,17-11-2016,6
0,42685,17-11-2016,6
0,42685,17-11-2016,6
0,42685,17-11-2016,6
0,42686,18-11-2016,6
0,42686,18-11-2016,6
0,42686,18-11-2016,6
0,42686,18-11-2016,6
0,42688,20-11-2016,6
0,42688,20-11-2016,6
0,42688,20-11-2016,6
0,42688,19-11-2016,5
0,42688,19-11-2016,5
0,42689,26-11-2016,11
0,42690,19-11-2016,3
0,42690,21-11-2016,5
0,42690,21-11-2016,5
0,42690,21-11-2016,5
0,42690,24-11-2016,8
0,42690,24-11-2016,8
0,42691,19-11-2016,2
0,42691,19-11-2016,2
0,42691,19-11-2016,2
0,42691,26-11-2016,9
0,42691,26-11-2016,9
0,42691,25-11-2016,8
0,42691,25-11-2016,8
0,42692,25-11-2016,7
0,42692,25-11-2016,7
0,42692,25-11-2016,7
0,42692,25-11-2016,7
0,42692,25-11-2016,7
0,42692,25-11-2016,7
0,42695,01-12-2016,10
0,42695,01-12-2016,10
0,42695,24-11-2016,3
0,42695,24-11-2016,3
0,42696,30-11-2016,8
0,42696,30-11-2016,8
0,42696,30-11-2016,8
0,42696,30-11-2016,8
0,42696,30-11-2016,8
0,42696,04-12-2016,12
0,42696,04-12-2016,12
0,42696,04-12-2016,12
0,42696,04-12-2016,12
0,42696,04-12-2016,12
0,42697,05-12-2016,12
0,42697,05-12-2016,12
0,42697,05-12-2016,12
0,42697,28-11-2016,5
0,42697,01-12-2016,8
0,42697,01-12-2016,8
0,42697,01-12-2016,8
0,42697,01-12-2016,8
0,42698,03-12-2016,9
0,42698,03-12-2016,9
0,42699,01-12-2016,6
0,42699,01-12-2016,6
0,42699,04-12-2016,9
0,42699,04-12-2016,9
0,42700,03-12-2016,7
0,42700,03-12-2016,7
0,42701,09-12-2016,12
0,42701,09-12-2016,12
0,42702,07-12-2016,9
0,42702,07-12-2016,9
0,42702,07-12-2016,9
0,42702,07-12-2016,9
0,42702,04-12-2016,6
0,42702,04-12-2016,6
0,42702,04-12-2016,6
0,42702,04-12-2016,6
0,42704,12-12-2016,12
0,42704,12-12-2016,12
0,42704,12-12-2016,12
0,42705,04-12-2016,3
0,42705,04-12-2016,3
0,42705,06-12-2016,5
0,42705,07-12-2016,6
0,42705,04-12-2016,3
0,42705,04-12-2016,3
0,42705,04-12-2016,3
0,42707,13-12-2016,10
0,42707,13-12-2016,10
0,42707,13-12-2016,10
0,42707,09-12-2016,6
0,42707,09-12-2016,6
0,42707,09-12-2016,6
0,42708,08-12-2016,4
0,42709,12-12-2016,7
0,42709,12-12-2016,7
0,42712,19-12-2016,11
0,42712,19-12-2016,11
0,42712,19-12-2016,11
0,42712,12-12-2016,4
0,42712,15-12-2016,7
0,42712,15-12-2016,7
0,42712,15-12-2016,7
0,42713,14-12-2016,5
0,42714,18-12-2016,8
0,42714,18-12-2016,8
0,42714,18-12-2016,8
0,42714,19-12-2016,9
0,42714,19-12-2016,9
0,42717,21-12-2016,8
0,42718,22-12-2016,8
0,42718,22-12-2016,8
0,42718,22-12-2016,8
0,42718,21-12-2016,7
0,42718,21-12-2016,7
0,42718,21-12-2016,7
0,42718,21-12-2016,7
0,42718,20-12-2016,6
0,42718,22-12-2016,8
0,42718,22-12-2016,8
0,42718,22-12-2016,8
0,42718,22-12-2016,8
0,42719,25-12-2016,10
0,42719,25-12-2016,10
0,42719,25-12-2016,10
0,42719,25-12-2016,10
0,42720,26-12-2016,10
0,42720,26-12-2016,10
0,42720,26-12-2016,10
0,42720,26-12-2016,10
0,42720,26-12-2016,10
0,42720,26-12-2016,10
0,42720,21-12-2016,5
